" NLC Code"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits 0506",All Entires & Exits 0405,05/06 Interchanges
5530,25229,1978,6692.34,33899.34,26506,1976,6692.34,35174.34,69073.68,66932,
6801,56764,103432,226631.87,386827.87,61336,104353,226631.87,392320.87,779148.74,760653,
2053,4300,6696,856.55,11852.55,2716,6731,856.55,10303.55,22156.1,24438,
2944,23079,32607,16601.88,72287.88,18143,37941,16601.88,72685.88,144973.76,109079,
5500,20116,39715,42637.62,102468.62,19272,43783,42637.62,105692.62,208161.24,216751,
8496,39800,23862,13884.835,77546.835,39224,23593,13884.835,76701.835,154248.67,136736,
7259,1082,973,188.325,2243.325,1342,1259,188.325,2789.325,5032.65,4609,
7565,1414,3171,133.65,4718.65,1684,3164,133.65,4981.65,9700.3,9197,
9938,16538,14656,4979.125,36173.125,16348,14652,4979.125,35979.125,72152.25,62198,
7200,5283,8523,2224.39,16030.39,5259,8572,2224.39,16055.39,32085.78,23556,
5875,27393,26633,29727.77,83753.77,27649,27700,29727.77,85076.77,168830.54,159072,
2045,317,69,77.145,463.145,352,74,77.145,503.145,966.29,1679,
2779,14382,39474,11962.775,65818.775,12092,41911,11962.775,65965.775,131784.55,125173,
9251,11,5,0,16,32,5,0,37,53,118,
5552,69817.8563,63493.6479,119115.86735,252427.37155,79328.2108,63724.6581,119115.86735,262168.73625,514596.10781,517740,
6872,322016.464,250975,694571.57248,1267563.03648,321317.3067,251687,694571.57248,1267575.87918,2535138.9157,2475272,
1560,9430,8660,5962.34,24052.34,10264,9095,5962.34,25321.34,49373.68,47446,
9889,31677,29107,21300.925,82084.925,32985,30709,21300.925,84994.925,167079.85,130880,
8823,1811,643,0,2454,2001,657,0,2658,5112,4941,
3809,149121,280509,101097.595,530727.595,144777,279950,101097.595,525824.595,1056552.19,904526,22795
9789,59548,34675,26387.38,120610.38,58420,34674,26387.38,119481.38,240091.76,206660,
3449,36870,44748,8357.475,89975.475,39094,44840,8357.475,92291.475,182266.95,166969,
8049,51563,108920,29208.84,189691.84,53139,109091,29208.84,191438.84,381130.68,375227,64
2554,7142,826,1367.225,9335.225,6998,839,1367.225,9204.225,18539.45,16688,
6464,340,33,0,373,335,38,0,373,746,580,
8514,16598,16969,1613.45,35180.45,17931,17504,1613.45,37048.45,72228.9,64419,
5268,798468,3138941.72,1938578.9587,5875988.6787,877847,3162097.36,1938578.9587,5978523.3187,11854511.997,11295080,1210099
6810,41834.1741,31945.8332,82931.299182,156711.306482,43771.595,31733.8332,82931.299182,158436.727382,315148.03386,328654,
2603,7102,19854,3521.04,30477.04,5074,20145,3521.04,28740.04,59217.08,59436,
3230,317665,341593,160501.865,819759.865,320307,332711,160501.865,813519.865,1633279.73,1456350,452926
3231,953768,1477559,607776.58,3039103.58,961083,1458276,607776.58,3027135.58,6066239.16,5641372,856644
4012,1647,2962,389.775,4998.775,1574,2963,389.775,4926.775,9925.55,14695,
4187,3928,3699,1412.825,9039.825,3874,3692,1412.825,8978.825,18018.65,18687,
5081,25210.132,40893.9974,129873.47356,195977.60296,45112.9651,41656.9974,129873.47356,216643.43606,412621.03902,381182,
2240,51721,53369,1325.75,106415.75,49415,53095,1325.75,103835.75,210251.5,169529,
2892,15829,29568,8355.99,53752.99,12551,32655,8355.99,53561.99,107314.98,97743,
5006,39414,104906,99132.345,243452.345,38395,105025,99132.345,242552.345,486004.69,449134,
5886,76700,150963,280515.37,508178.37,71248,153482,280515.37,505245.37,1013423.74,939843,193709
8429,6665,7068,1137.315,14870.315,9150,7785,1137.315,18072.315,32942.63,31896,
5404,114466.7534,166512.2648,341762.46947,622741.48767,125552.509,166895.3015,341762.46947,634210.27997,1256951.7676,1286233,
7740,29,60,175.125,264.125,75,63,175.125,313.125,577.25,470,
2190,69106,78943,1340.55,149389.55,75313,78983,1340.55,155636.55,305026.1,301801,
2191,29362,35550,256.75,65168.75,26697,35543,256.75,62496.75,127665.5,128266,
2697,41872,48046,22189.11,112107.11,40078,51634,22189.11,113901.11,226008.22,214088,
5096,25351.7718,25409.7348,183242.93113,234004.43773,28710.3602,25575.7348,183242.93113,237529.02613,471533.46387,528586,
5064,457511.0556,640716.525,1140334.6519,2238562.2325,456525.974,639303.525,1140334.6519,2236164.1509,4474726.3834,4573542,473735
4715,59639,29812,12355.47,101806.47,65945,30278,12355.47,108578.47,210384.94,172859,
1437,58552.0988,25683.9076,64043.97651,148279.98291,50187.0962,25337.9076,64043.97651,139568.98031,287848.96322,248142,
1438,24599.806,9521.5895,28640.592384,62761.987884,24684.4719,9419.5895,28640.592384,62744.653784,125506.64167,110050,
6074,17217,11687,44610.565,73514.565,19982,12218,44610.565,76810.565,150325.13,143537,
5687,85981,70921,185477.645,342379.645,94280,72089,185477.645,351846.645,694226.29,679893,34311
4175,258,491,71.35,820.35,218,490,71.35,779.35,1599.7,1687,
8050,298,177,675.6,1150.6,302,179,675.6,1156.6,2307.2,2912,
8618,1474,445,0,1919,1119,445,0,1564,3483,3462,
8051,47342.5,54895,53117.185,155354.685,48894.5,54561,53117.185,156572.685,311927.37,290929,1694
9023,651,1427,451.42,2529.42,593,1422,451.42,2466.42,4995.84,4943,
6812,144162,175546,345540.63,665248.63,146645,177409,345540.63,669594.63,1334843.26,1367328,239845
6958,22016.8826,15326.0924,39767.831082,77110.806082,20369.4262,15585.0924,39767.831082,75722.349682,152833.15576,158704,
7289,11060,5000,4313.975,20373.975,9824,13992,4313.975,28129.975,48503.95,49643,277
7006,1476,290,538.125,2304.125,1336,1172,538.125,3046.125,5350.25,4514,
8807,30407,10791,19070.39,60268.39,29213,11370,19070.39,59653.39,119921.78,90025,
3623,97322,99654,421.875,197397.875,109577,99737,421.875,209735.875,407133.75,352854,
5702,2738,5983,373.325,9094.325,2984,5997,373.325,9354.325,18448.65,17167,
2222,17058,18380,6056.445,41494.445,16487,20812,6056.445,43355.445,84849.89,79638,
7290,0,13,0,13,2,14,0,16,29,39,
2422,14201,1621,268.075,16090.075,15902,1627,268.075,17797.075,33887.15,40381,
4182,553,1620,522.275,2695.275,633,1629,522.275,2784.275,5479.55,5358,
3502,148,691,0,839,131,691,0,822,1661,1362,
4317,1425,2284,0,3709,1541,2382,0,3923,7632,8530,
1865,15495,10429,4678.845,30602.845,13469,10422,4678.845,28569.845,59172.69,62021,
7085,3670,5794,14902.11,24366.11,3198,6013,14902.11,24113.11,48479.22,47980,
5483,85491.57,207498,376719.525,669709.095,93147.08,205654,376719.525,675520.605,1345229.7,1328091,
8500,110150,73017,15791.255,198958.255,108817,76614,15791.255,201222.255,400180.51,327259,
8565,66062,72923,11480.735,150465.735,77032,76056,11480.735,164568.735,315034.47,308283,
2945,16157,25307,15926.44,57390.44,12654,27595,15926.44,56175.44,113565.88,92908,
1975,2879,1022,925.465,4826.465,2593,1047,925.465,4565.465,9391.93,7759,
3176,107569,117169,189555.99,414293.99,111415,121408,189555.99,422378.99,836672.98,822267,
6873,14627,29019,86706.675,130352.675,15860,30879,86706.675,133445.675,263798.35,280714,
2743,191,191,0,382,384,198,0,582,964,1103,
2550,32141,15619,4467.08,52227.08,35118,15958,4467.08,55543.08,107770.16,108231,19
2549,28265,36930,9311.015,74506.015,30655,36744,9311.015,76710.015,151216.03,143181,2
9767,51303,40332,40887.515,132522.515,59456,40333,40887.515,140676.515,273199.03,265978,
9107,15827,32936,25113.94,73876.94,17526,31342,25113.94,73981.94,147858.88,144395,
2279,26450,41195,9862.57,77507.57,26516,41551,9862.57,77929.57,155437.14,136966,
2280,6149,13575,1258.89,20982.89,5591,15443,1258.89,22292.89,43275.78,41198,
5927,7142,7221,6355.495,20718.495,7976,7281,6355.495,21612.495,42330.99,34852,
6200,2855,1038,999.27,4892.27,3000,1042,999.27,5041.27,9933.54,7906,
1658,71088,183040,50363.185,304491.185,72677,186081,50363.185,309121.185,613612.37,559573,1684
7008,50162,55660,15355.11,121177.11,52764,51656,15355.11,119775.11,240952.22,211468,222
9791,16950,11920,15818.415,44688.415,22004,11922,15818.415,49744.415,94432.83,87892,
6913,55897.4095,47788.098,139960.17016,243645.67766,48100.0405,47743.098,139960.17016,235803.30866,479448.98632,523950,
1395,71275,67744,164508.665,303527.665,83130,69396,164508.665,317034.665,620562.33,563255,
1179,21637,24901,1467.05,48005.05,18573,24958,1467.05,44998.05,93003.1,91568,
4409,121,1050,20.6,1191.6,288,1012,20.6,1320.6,2512.2,2996,
5324,11495,9152,38161.79176,58808.79176,12226,9051,38161.79176,59438.79176,118247.58352,86368,
2946,22305,86803,22468.97,131576.97,20105,86780,22468.97,129353.97,260930.94,225066,
5689,43206,31634,62078.965,136918.965,51813,31749,62078.965,145640.965,282559.93,300040,
4124,83,246,0,329,130,291,0,421,750,1064,
3811,34182,34955,31638.085,100775.085,41342,34967,31638.085,107947.085,208722.17,198132,
2536,9498,566,80.9,10144.9,10277,568,80.9,10925.9,21070.8,25148,
3812,65819,134783,93867.935,294469.935,76348,134816,93867.935,305031.935,599501.87,620269,
4412,2615,11105,217.45,13937.45,2939,11163,217.45,14319.45,28256.9,24901,
3680,9837,14198,5598.175,29633.175,10852,14206,5598.175,30656.175,60289.35,59699,
1439,22874.1412,8133.7412,34166.095371,65173.977771,28101.9905,8191.7412,34166.095371,70459.827071,135633.80484,116504,
3562,3385,6600,507,10492,3524,6600,507,10631,21123,24024,
3238,17818,11817,5462.23,35097.23,19743,11811,5462.23,37016.23,72113.46,64355,
5682,69568,69144,36707.18,175419.18,67895,75394,36707.18,179996.18,355415.36,343634,
3504,37607,39113,1249.19,77969.19,38565,39243,1249.19,79057.19,157026.38,146595,
7022,729095,1477336,872943.465,3079374.465,699305,1485800,872943.465,3058048.465,6137422.93,6060475,287957
6962,4047.9628,3045.2663,12913.555538,20006.784638,7029.8653,3074.2663,12913.555538,23017.687138,43024.471777,46476,
9768,104175,72444,96547.375,273166.375,115343,72437,96547.375,284327.375,557493.75,481858,6160
1440,131038.5154,54315.4244,155281.87436,340635.81416,138549.9703,54141.553,155281.87436,347973.39766,688609.21182,577851,2065
9878,14983,15444,14350.9,44777.9,15240,15606,14350.9,45196.9,89974.8,83000,
1129,13765,18906,1846.95,34517.95,14050,18956,1846.95,34852.95,69370.9,57821,
6963,3924.5271,4263.9528,12519.551305,20708.031205,19138.2468,5108.9528,12519.551305,36766.750905,57474.78211,50651,
1016,23795,37003,428.485,61226.485,25613,37384,428.485,63425.485,124651.97,122041,
5142,559868.61,530545.84,7673732.9539,8764147.4039,654439.58,521240.34,7673732.9539,8849412.8739,17613560.278,17460399,137051
1441,41839.2565,16263.9152,30786.25624,88889.42794,28742.3912,16253.9152,30786.25624,75782.56264,164671.99058,127763,
5164,71956,115890,56335.47,244181.47,32307,96239,56335.47,184881.47,429062.94,410001,263941
5007,221578,479305,364908.87,1065791.87,246979,494789,364908.87,1106676.87,2172468.74,2015286,12499
7292,1903,592,2427.215,4922.215,2920,935,2427.215,6282.215,11204.43,11429,
2186,10142,10523,2042.985,22707.985,17769,10549,2042.985,30360.985,53068.97,57794,
3542,6167,4967,164.8,11298.8,7320,4953,164.8,12437.8,23736.6,66298,
9112,8428,11148,4759.795,24335.795,7748,11152,4759.795,23659.795,47995.59,43608,
3815,42653,45744,47097.215,135494.215,45750,45792,47097.215,138639.215,274133.43,245910,
3820,61486,55225,70128.1,186839.1,67015,55171,70128.1,192314.1,379153.2,482993,
3899,959338,2412130,804380.475,4175848.475,968539,2408964,804380.475,4181883.475,8357731.95,7743280,965823
3900,302667,403745,377147.205,1083559.205,262526,403247,377147.205,1042920.205,2126479.41,2072551,241251
9624,25987,14892,18070.85,58949.85,27032,14907,18070.85,60009.85,118959.7,95928,
9969,26055,23354,47337.415,96746.415,29232,23359,47337.415,99928.415,196674.83,186479,
9877,11073,10459,7428.66,28960.66,12145,10462,7428.66,30035.66,58996.32,55928,
1964,12847,4756,4098.87,21701.87,13348,4837,4098.87,22283.87,43985.74,46598,
2118,176020.5,434223,41406,651649.5,170264.5,433267,41406,644937.5,1296587,1169761,300824
6201,5296,1817,1330.945,8443.945,4536,2298,1330.945,8164.945,16608.89,14621,
9702,47011,32491,46779.555,126281.555,48084,32490,46779.555,127353.555,253635.11,225687,
4068,41810,89410,17197.89,148417.89,39509,89083,17197.89,145789.89,294207.78,288795,14357
9769,22780,14174,11733.43,48687.43,25407,14173,11733.43,51313.43,100000.86,79973,
2640,45666,20854,12301.125,78821.125,45091,21027,12301.125,78419.125,157240.25,149649,2738
9028,13553,11935,8556.67,34044.67,12250,11949,8556.67,32755.67,66800.34,55507,
9897,29493,20806,12667.17,62966.17,31168,20805,12667.17,64640.17,127606.34,109529,
1442,56218,62661,73301.14,192180.14,51718,63195,73301.14,188214.14,380394.28,366494,
8621,921,446,20.6,1387.6,1121,458,20.6,1599.6,2987.2,1910,
5405,73950.6478,79272.8091,248073.65547,401297.11237,69584.0086,79246.8091,248073.65547,396904.47317,798201.58555,796695,
5406,60836.5393,60901.5816,136001.12012,257739.24102,50363.9815,60878.5816,136001.12012,247243.68322,504982.92423,577595,
9704,3435.5,965,3005.55,7406.05,3219.5,958,3005.55,7183.05,14589.1,12329,8391
9680,14975,12236,7899.91,35110.91,16498,12235,7899.91,36632.91,71743.82,67209,
3098,2179.9436,836.6664,5982.4373875,8999.0473875,4054.193,857.6664,5982.4373875,10894.2967875,19893.344175,13522,
5703,19939,62596,13656.31,96191.31,21698,62408,13656.31,97762.31,193953.62,183133,11293
8359,56754,93261,3844.525,153859.525,63283,91436,3844.525,158563.525,312423.05,292839,5006
2919,9207,24062,8349.02,41618.02,10028,25700,8349.02,44077.02,85695.04,80682,
7914,1254,1854,468.29,3576.29,1270,1859,468.29,3597.29,7173.58,6452,
5351,58497.0103,74051.0322,209179.45853,341727.50103,59460.0095,75024.0322,209179.45853,343663.50023,685391.00127,640105,
5077,71537.6148,71971.0137,249760.44946,393269.07796,100054.2657,73049.0137,249760.44946,422863.72886,816132.80682,825747,53290
5047,59191.0006,83838.0002,267951.02502,410980.02582,26681.0005,82586.0002,267951.02502,377218.02572,788198.05154,834503,65584
9795,68069,47483,66610.48,182162.48,79028,47485,66610.48,193123.48,375285.96,360093,1296
8232,7914,7872,3783.56,19569.56,8868,10221,3783.56,22872.56,42442.12,40587,
3568,452,861,0,1313,500,858,0,1358,2671,2281,
2425,3176,263,72.1,3511.1,3800,263,72.1,4135.1,7646.2,9854,
6874,146334.834,134598.2542,491315.85609,772248.94429,157996.6517,135006.2542,491315.85609,784318.76199,1556567.7063,1607729,
7447,191519,271825,375815.17,839159.17,249574,271802,375815.17,897191.17,1736350.34,1651415,
7469,117540,80211,377151.735,574902.735,113550,80374,377151.735,571075.735,1145978.47,1083462,
5836,29155,34603,25897.87,89655.87,30024,34703,25897.87,90624.87,180280.74,155477,
2762,4804,12899,1274.48,18977.48,4972,13808,1274.48,20054.48,39031.96,35154,
5820,26,50,0,76,36,49,0,85,161,472,
6664,40621,46669,12065.145,99355.145,48776,45880,12065.145,106721.145,206076.29,188039,
7051,1124,5397,6450.125,12971.125,1428,5443,6450.125,13321.125,26292.25,25526,
5097,7117,10147,15256.745,32520.745,8957,9942,15256.745,34155.745,66676.49,64291,
9911,283569,141098,349225.115,773892.115,264710,141063,349225.115,754998.115,1528890.23,1406239,
5143,1940999.37,3611515.84,8648251.4768,14200766.6868,2061750.13,3651499.62,8648251.4768,14361501.2268,28562267.914,28822074,1646822
3004,34207,45769,35715.6,115691.6,32626,48007,35715.6,116348.6,232040.2,236749,
5144,82025.9997,138304,232639.96076,452969.96046,84519,138596,232639.96076,455754.96076,908724.92121,832293,126939
5008,6287,8280,8722.44,23289.44,8024,9630,8722.44,26376.44,49665.88,43819,
2947,4867,3377,5813.37,14057.37,3649,4334,5813.37,13796.37,27853.74,26904,
9707,851,698,193.35,1742.35,1129,698,193.35,2020.35,3762.7,,
5199,266123,392897,809245.765,1468265.765,287132,380400,809245.765,1476777.765,2945043.53,2893126,24563
7792,400,177,545.535,1122.535,429,182,545.535,1156.535,2279.07,1503,
2870,56646,90730,30041.485,177417.485,51890,97784,30041.485,179715.485,357132.97,288104,1706
5352,70003.8409,69462.8251,214309.87051,353776.53651,67590.7845,69555.8251,214309.87051,351456.48011,705233.01661,661160,
1372,6755,8141,16987.04,31883.04,6968,9292,16987.04,33247.04,65130.08,56710,
2764,4308,4024,1465.885,9797.885,4657,4031,1465.885,10153.885,19951.77,21847,
6836,595958,809393,1984007.52,3389358.52,623163,804664,1984007.52,3411834.52,6801193.04,6698243,25988
5098,41529,16643,257217.5244,315389.5244,37188,16849,257217.5244,311254.5244,626644.04881,623963,
4731,178162,312274,70770.985,561206.985,183428,312439,70770.985,566637.985,1127844.97,1036744,114260
3774,22443,30164,6674.35,59281.35,24176,30411,6674.35,61261.35,120542.7,113613,
2573,7252,1223,1558.68,10033.68,7235,1234,1558.68,10027.68,20061.36,21308,
5553,62229,40521,105969.16,208719.16,63982,40589,105969.16,210540.16,419259.32,360715,
6814,151458,161506,388095.51065,701059.51065,157298,161885,388095.51065,707278.51065,1408338.0213,1408988,219126
5582,28846.1162,36124.3587,80986.997731,145957.472631,22669.6816,36365.3587,80986.99773,140022.03803,285979.51066,309951,
5554,20509.3772,37047.0242,44272.887978,101829.289378,22923.2701,37291.0242,44272.887978,104487.182278,206316.47166,199542,
2412,326670,760326,86850.54,1173846.54,316900,759296,86850.54,1163046.54,2336893.08,2239061,394933
1130,60803,61070,3384.2,125257.2,61260,60907,3384.2,125551.2,250808.4,244553,
6615,220312.5,224644,74032.295,518988.795,225130.5,225805,74032.295,524967.795,1043956.59,1027569,61244
7736,26957,24176,23250.135,74383.135,29809,24044,23250.135,77103.135,151486.27,126033,
5200,10046,10549,52331.12,72926.12,11151,10421,52331.12,73903.12,146829.24,142694,
5840,439,561,175.1,1175.1,555,565,175.1,1295.1,2470.2,2248,
5255,271461,460487,478507.17,1210455.17,258714,453401,478507.17,1190622.17,2401077.34,2265876,7722
5009,3963,5139,5117.02,14219.02,4926,5741,5117.02,15784.02,30003.04,27812,
5296,2864,1973,3809.74,8646.74,2909,1984,3809.74,8702.74,17349.48,17627,
6914,111758.1517,88079.0268,297807.16586,497644.34436,110692.0515,88371.438,297807.16586,496870.65536,994514.99973,1116809,
2823,13011,12802,7471.97,33284.97,13649,12807,7471.97,33927.97,67212.94,68169,1799
3267,173444,280794,202238.1,656476.1,171544,285396,202238.1,659178.1,1315654.2,1257940,11260
5353,11463,10748,41952.58,64163.58,11058,10809,41952.58,63819.58,127983.16,125459,
4449,4808,11085,1568.125,17461.125,6001,11265,1568.125,18834.125,36295.25,32094,
5099,75580.2645,74288,271604.2109,421472.4754,69137.3045,74657,271604.2109,415398.5154,836870.99081,835021,
5583,55506.9701,39414.7418,54898.767859,149820.479759,59756.4779,39891.7473,54898.767859,154546.993059,304367.47282,250383,
3031,20257,35575,35644.325,91476.325,20447,36859,35644.325,92950.325,184426.65,209521,
2745,166644,70231,96867.22,333742.22,166460,73487,96867.22,336814.22,670556.44,637076,
5879,51126,72151,55867.225,179144.225,49661,72689,55867.225,178217.225,357361.45,356637,
5319,11251,18423,30739.67,60413.67,11439,18269,30739.67,60447.67,120861.34,115096,
2556,10589,2854,2185.325,15628.325,10469,2860,2185.325,15514.325,31142.65,27608,
8233,12982,2320,8801.98,24103.98,14433,2343,8801.98,25577.98,49681.96,48825,1022
4365,13468,23463,14444.735,51375.735,14924,23462,14444.735,52830.735,104206.47,100068,
3785,80,387,0,467,104,417,0,521,988,1023,
5121,187169.03,375292.82,1706076.8761,2268538.7261,303901.47,366005.24,1706076.8761,2375983.5861,4644522.3123,4010107,70
6850,53203,141562,138153.42,332918.42,50223,143517,138153.42,331893.42,664811.84,699316,
5555,18012,16896,35807.495,70715.495,18473,16925,35807.495,71205.495,141920.99,149556,
2653,1954,804,0,2758,2085,809,0,2894,5652,5609,
5301,17920.4923,9144.998,22258.517131,49324.007431,21158.2363,9170.998,22258.517131,52587.751431,101911.75886,90840,
