" NLC"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits"," Interchanges"
3118,6875,7288,13532,27695,8438,8179,13532,30149,57843,
3874,38164,39937,31757,109858,37014,39945,31757,108716,218574,10348
2404,5934,3966,1459,11359,5315,3915,1459,10689,22047,
7454,60155,29017,299031,388203,50881,29060,299031,378971,767174,
5177,133909,201514,543641,879064,142370,200177,543641,886188,1765251,
2296,32777,40868,5107,78752,30899,36527,5107,72533,151284,
5023,63026,159218,132647,354891,57541,154072,132647,344260,699150,131676
2734,7873,6717,3464,18054,8022,6832,3464,18318,36372,
8834,4015,1646,0,5661,3791,1642,0,5433,11094,
6361,73,3,0,76,119,4,0,123,199,
1999,3724,2233,558,6515,3909,2264,558,6731,13246,
5083,11510,6876,43395,61781,8371,7074,43395,58840,120621,
8519,1049,1044,68,2161,1469,1063,68,2600,4760,
8031,262,1,0,263,229,1,0,230,493,
6884,86389,226216,706152,1018757,75508,238695,706152,1020355,2039112,
5569,239099,292220,594523,1125842,174425,292691,594523,1061639,2187481,54746
3149,1503248,2871606,2005853,6380707,1608172,2857093,2005853,6471118,12851824,1861229
3160,26802,5843,31971,64616,20342,5527,31971,57840,122455,
6967,25190,20254,80322,125766,21313,20287,80322,121922,247687,
5912,2362,685,3979,7026,2668,705,3979,7352,14378,
7950,38047,89233,10846,138126,43164,89235,10846,143245,281371,
7974,17806,25803,9556,53165,19674,25816,9556,55046,108210,
2979,9209,18334,9704,37247,9003,18912,9704,37619,74865,
1208,83258,167675,10588,261521,71733,166627,10588,248948,510469,
5478,273126,549927,604398,1427451,259986,571058,604398,1435442,2862892,663811
3247,11462,3302,4994,19758,11801,3299,4994,20094,39851,
3530,32314,55732,946,88992,31549,55365,946,87860,176851,
5431,11448,12765,61674,85887,6989,12958,61674,81621,167508,
7316,5937,8002,1695,15634,6838,7996,1695,16529,32163,714
5480,60121,85267,184183,329571,60853,88768,184183,333804,663375,
9867,14895,12745,3174,30814,15297,12744,3174,31215,62029,
6511,45632,54727,19596,119955,45927,54759,19596,120282,240236,69817
3906,10066,17257,5539,32862,10653,17266,5539,33458,66319,
2544,1031,2273,4102,7406,1188,2276,4102,7566,14972,
2461,49576,194777,22959,267312,50386,194920,22959,268265,535577,
4027,9009,36787,12570,58366,7256,36870,12570,56696,115062,
2106,3301,679,31,4011,3327,679,31,4037,8048,
2131,16127,14549,275,30951,14511,14009,275,28795,59746,
5570,1068959,1048478,1301502,3418938,711953,1041845,1301502,3055300,6474239,1391084
5432,11914,17019,84028,112961,12170,17335,84028,113533,226494,
1538,1955,4259,7068,13282,2412,4314,7068,13794,27075,
7510,4433,5235,2214,11882,5499,5232,2214,12945,24827,
2580,11364,7486,2604,21454,10591,7530,2604,20725,42178,
5226,12949,26676,68229,107854,12967,28380,68229,109576,217429,
2261,16691,21080,66,37837,17648,21017,66,38731,76567,
2924,65073,156498,26193,247764,63061,165218,26193,254472,502236,17315
3532,129,115,0,244,111,116,0,227,471,
5203,69820,154795,74266,298881,79512,155587,74266,309365,608245,87075
6885,33666,101386,194389,329441,36511,104239,194389,335139,664580,
2189,53147,100207,2494,155848,45673,82882,2494,131049,286896,
8671,682,160,0,842,551,161,0,712,1554,
6353,4182,819,761,5762,4211,825,761,5797,11558,
2444,153,54,0,207,143,52,0,195,402,
6886,400386,620328,1438979,2459693,379494,618665,1438979,2437138,4896832,173397
2833,22853,47471,14852,85176,19146,51788,14852,85786,170962,4952
5943,41093,67850,39816,148759,42826,68403,39816,151045,299804,
1962,3839,2587,1259,7685,3007,2584,1259,6850,14535,
2722,9070,3269,1918,14257,9868,3302,1918,15088,29345,
2873,7126,12069,6977,26172,6348,12461,6977,25786,51957,
9190,18076,12299,32334,62709,22458,12337,32334,67129,129838,
6676,55536,91600,12964,160100,63485,90563,12964,167012,327111,346
7297,1993,1431,154,3578,1951,1469,154,3574,7152,
5658,8561,9551,10225,28337,9181,10127,10225,29533,57870,
4606,47258,37692,3621,88571,48509,37992,3621,90122,178693,
8835,1145,415,0,1560,1123,422,0,1545,3105,
6829,8664,9694,28303,46661,10485,9698,28303,48486,95146,
6090,89116,142956,216744,448816,91826,144427,216744,452997,901813,3361
4477,3327,9093,911,13331,3997,9353,911,14261,27591,
2315,3339,3877,258,7474,3308,3802,258,7368,14842,
1087,109735,214186,117482,441403,114558,213833,117482,445873,887276,53826
1135,13569,32163,874,46606,12291,32913,874,46078,92683,22
1084,1449,2115,797,4361,1630,2592,797,5019,9380,742
2291,66331,102737,5805,174873,61543,102315,5805,169663,344536,3542
2294,34839,26732,20709,82280,30969,27067,20709,78745,161025,
6327,23963,1701,14102,39766,26263,1709,14102,42074,81840,
8174,450,489,0,939,396,488,0,884,1823,
9787,72184,51427,50610,174221,81154,51432,50610,183196,357417,
5542,116202,71378,21085,208665,122667,71494,21085,215246,423910,
5541,46498,5034,15865,67397,35561,4930,15865,56356,123753,316140
5543,36199,6251,23339,65789,35583,6251,23339,65173,130962,
2977,1728,3194,923,5845,1146,4321,923,6390,12234,
5024,15834,64022,22482,102338,19852,63656,22482,105990,208328,
6820,29843,23948,77971,131762,34419,24074,77971,136464,268225,
2798,16716,19480,13074,49270,25456,10138,13074,48668,97938,
2794,73664,170882,33234,277780,77928,148753,33234,259915,537695,16783
5380,9247,6252,20814,36313,10527,6988,20814,38329,74642,
7318,951,632,177,1760,830,851,177,1858,3617,
5663,170635,352237,151672,674544,170182,355896,151672,677750,1352294,141238
8561,80443,58450,10392,149285,86243,57622,10392,154257,303542,
3587,9060,4838,1898,15796,9732,4830,1898,16460,32256,
7951,32716,49910,12717,95343,27337,49938,12717,89992,185335,
9547,56343,56128,30764,143235,65352,56114,30764,152230,295465,
8033,1428,847,694,2969,1210,847,694,2751,5720,
2673,362,15,87,464,354,20,87,461,925,
8358,23589,14777,1776,40142,25719,14748,1776,42243,82385,
1261,24382,17349,15372,57103,27870,18128,15372,61370,118473,
5433,42792,64334,195939,303065,34679,64424,195939,295042,598107,
2249,47411,36386,451,84248,46953,39969,451,87373,171621,38882
5646,15531,23773,18646,57950,16307,25294,18646,60247,118196,
5025,14315,17783,40278,72376,15396,17788,40278,73462,145838,
5525,77597,11377,21783,110757,82841,11355,21783,115979,226736,
3584,319,226,0,545,266,226,0,492,1037,
1149,41025,54557,4859,100441,40668,54195,4859,99722,200162,
5026,22155,25782,90984,138921,23021,26108,90984,140113,279033,
6172,28366,51784,69957,150107,32825,52110,69957,154892,304999,
2388,12952,10172,3583,26707,11883,10316,3583,25782,52489,
9549,3268,7005,174,10447,3147,6998,174,10319,20765,
4270,3385,6987,1476,11848,3912,6986,1476,12374,24221,
4108,573,1463,165,2201,779,1454,165,2398,4598,
3056,7507,4803,9996,22306,8227,4844,9996,23067,45373,
6806,40636,42924,110014,193574,41278,43153,110014,194445,388018,
6328,14746,1137,2596,18479,16708,1160,2596,20464,38943,
7224,18088,20093,807,38988,18625,20168,807,39600,78588,
8185,116896,198868,30428,346192,111846,199022,30428,341296,687488,633
8672,76,42,0,118,40,42,0,82,200,
9996,44986,27452,23893,96331,42942,27452,23893,94287,190617,
6456,38457,65836,12547,116840,39680,66032,12547,118259,235099,1005
3254,9839,1524,5142,16505,9497,1529,5142,16168,32673,
7641,43477,19914,3814,67205,23122,16289,3814,43225,110429,
5333,28665,95522,108827,233014,26469,94998,108827,230294,463308,
2250,42960,51118,480,94558,33591,41436,480,75507,170065,
7814,10710,21691,4422,36823,10675,21646,4422,36743,73565,
8178,5699,5596,6297,17592,6371,5607,6297,18275,35867,16965
2003,6833,2388,1965,11186,6750,2519,1965,11234,22419,
8007,1456,2682,1070,5208,1384,2680,1070,5134,10342,
3061,12525,23413,24072,60010,13343,23458,24072,60873,120883,
8201,38340,49104,73661,161105,38304,49602,73661,161567,322671,25604
5434,47454,94519,189305,331278,58499,97164,189305,344968,676246,1284
2004,20108,1306,78305,99719,16034,1162,78305,95501,195219,
5179,6230,7543,13571,27344,7274,7619,13571,28464,55808,
1105,101476,158147,3828,263451,113814,157612,3828,275254,538705,
2107,42490,5651,276,48417,39482,5647,276,45405,93821,
6893,81594,133168,420725,635487,68792,133294,420725,622811,1258298,
5124,242777,423886,978412,1645075,252739,425444,978412,1656595,3301670,580673
3205,10609,1452,6209,18270,9445,1457,6209,17111,35380,
3679,17599,11157,17955,46711,18603,11161,17955,47719,94429,7227
5638,9534,5733,16477,31744,8554,6078,16477,31109,62852,
5529,119775,26376,17121,163272,114506,26186,17121,157813,321084,
2925,29752,77241,19666,126659,27741,80580,19666,127987,254646,
5929,5704,4801,10302,20807,5783,4943,10302,21028,41835,
9823,11983,8426,49118,69527,19535,8426,49118,77079,146606,
5184,74492,116731,68784,260007,66596,116791,68784,252171,512178,
6691,627696,1251354,173857,2052907,623425,1247618,173857,2044900,4097806,560793
7043,13083,12755,20736,46574,14544,12818,20736,48098,94671,
6888,220434,334437,785404,1340275,207541,334623,785404,1327568,2667843,1448058
1178,19384,5232,18610,43226,25521,5237,18610,49368,92594,
5186,7488,10006,11968,29462,8568,10016,11968,30552,60013,
8448,8012,8520,769,17301,9155,8363,769,18287,35588,
5605,35164,58219,57922,151305,32013,58492,57922,148427,299732,
7044,3569,5023,12067,20659,5932,5063,12067,23062,43721,
5835,12539,50598,5226,68363,12018,51605,5226,68849,137212,
8257,4003,162,3282,7447,4013,164,3282,7459,14905,
7319,26232,36694,501,63427,24482,36758,501,61741,125167,
9903,77662,52895,141869,272426,75749,52899,141869,270517,542942,
9552,3105,1574,859,5538,2884,1574,859,5317,10855,
4619,14849,9094,6686,30629,15527,9256,6686,31469,62098,
7893,9642,5723,566,15931,8527,5725,566,14818,30749,
3150,12798,17292,14514,44604,11403,20442,14514,46359,90963,
8347,156613,145055,11505,313173,155739,143850,11505,311094,624266,139819
7073,21,9,0,30,20,8,0,28,58,
3009,727,322,716,1765,827,338,716,1881,3645,
1595,10309,16226,3816,30351,9073,16227,3816,29116,59466,
3206,12497,2197,8006,22700,11725,2210,8006,21941,44640,
6570,2109,998,1330,4437,2273,1001,1330,4604,9041,
4526,33547,37694,747,71988,33380,38335,747,72462,144449,
7455,39275,50705,107278,197258,41724,50861,107278,199863,397120,
5930,5800,3316,3480,12596,6080,3333,3480,12893,25488,
5074,986,2561,3380,6927,3185,2619,3380,9184,16111,
5277,73754,227060,172258,473072,67389,228713,172258,468360,941432,
5084,70187,71000,379722,520909,69852,71477,379722,521051,1041961,376
2546,51440,21783,8238,81461,51407,22125,8238,81770,163230,18045
9739,19012,23052,12721,54785,19785,23051,12721,55557,110341,
4387,155116,390045,71747,616908,146474,387603,71747,605824,1222731,110839
5125,184837,189055,789898,1163790,164769,190247,789898,1144914,2308704,
1902,13833,9301,6883,30017,12737,9289,6883,28909,58926,
2000,1068,483,2278,3829,1242,478,2278,3998,7826,
6782,4468,7155,142,11765,5021,7667,142,12830,24594,
6972,37503,30708,63750,131962,30064,30838,63750,124653,256615,
1968,6512,6734,1459,14705,7710,6803,1459,15972,30676,
6932,3923,4517,15279,23719,4389,5094,15279,24762,48481,
9988,122393,94671,69856,286920,108536,94675,69856,273067,559986,
5187,214414,306373,407500,928287,200577,311907,407500,919984,1848271,416449
6265,29005,152011,43230,224246,27659,152293,43230,223182,447427,
4217,4100,5339,1461,10900,5026,5341,1461,11828,22728,
2728,160855,90619,63501,314975,154856,89229,63501,307586,622561,8305
5154,19573,18540,87444,125557,24652,20097,87444,132193,257750,3738
8450,22906,18280,2234,43420,26111,17149,2234,45494,88914,
9236,3858,998,1372,6228,4433,1000,1372,6805,13033,
6362,48219,48372,51924,148515,46306,48485,51924,146715,295229,23514
8179,483,870,0,1353,510,869,0,1379,2732,
3172,530096,992149,727662,2249907,529264,1010449,727662,2267375,4517281,902046
4530,7861,9243,110,17214,8220,9258,110,17588,34802,
5494,1235,349,0,1584,1408,349,0,1757,3341,
1114,21552,17518,293,39363,22964,17892,293,41149,80511,162579
1150,17900,22382,143,40425,20792,22468,143,43403,83827,198
5382,9463,14773,46781,71017,8296,15375,46781,70452,141469,
2660,10536,19833,3043,33412,9123,22232,3043,34398,67810,
8036,552,20,20,592,638,20,20,678,1270,
5189,25300,31212,21544,78056,34876,31404,21544,87824,165879,
5185,2159,2992,2541,7692,2952,2998,2541,8491,16183,
5126,6788,8019,20935,35742,6067,9147,20935,36149,71891,
4527,93769,122050,18937,234756,93189,123647,18937,235773,470528,139573
7320,965,2721,446,4132,1090,2850,446,4386,8518,
1452,14233,11914,33692,59839,16341,12180,33692,62213,122052,
7953,418,94,0,512,350,94,0,444,956,
5425,45885,20338,120267,186490,58876,20682,120267,199825,386315,
5410,46544,54895,241774,343213,47727,54643,241774,344145,687358,
8355,32663,55490,12759,100912,31715,55199,12759,99673,200584,
3138,555,600,888,2042,1085,1917,888,3889,5932,
9318,86304,20996,77631,184931,126095,21093,77631,224819,409750,
1451,6130,6009,17260,29399,11163,6255,17260,34679,64078,
1453,26181,22666,52047,100894,15195,22725,52047,89967,190861,
5292,7914,7295,3890,19099,5404,7615,3890,16909,36009,
8142,10099,5537,9808,25444,9501,5526,9808,24835,50278,
7404,13399,11078,26542,51019,27176,11341,26542,65059,116078,
1949,5488,10998,3901,20387,5492,11239,3901,20632,41019,
3187,82325,173641,213004,468970,63046,177253,213004,453303,922272,
5922,128288,176980,186657,491925,120002,177256,186657,483915,975839,36229
5932,534423,1084146,465159,2083728,534390,1098198,465159,2097747,4181474,429543
5263,21656,28744,39938,90338,23932,28788,39938,92658,182996,
6947,36244,40131,47861,124235,33076,39409,47861,120345,244581,
5339,574,1327,810,2711,577,1457,810,2844,5554,
7456,212352,649923,328943,1191218,270839,660962,328943,1260744,2451962,5353
7457,47101,42506,179478,269085,42286,42492,179478,264256,533340,
7420,102248,205188,227400,534836,31615,202654,227400,461669,996505,136
6890,6819,18097,47886,72802,8135,19451,47886,75472,148273,
2262,171632,351823,11701,535156,163532,354597,11701,529830,1064985,13775
5286,21330,58576,30404,110310,21941,60109,30404,112454,222764,
8527,23364,25878,2728,51970,23964,25379,2728,52071,104040,
6388,21997,46355,16741,85093,22367,46560,16741,85668,170760,
8836,1818,737,0,2555,1819,744,0,2563,5118,
2199,49003,49671,1444,100118,47790,51223,1444,100457,200575,
1699,3948,597,1534,6079,4069,614,1534,6217,12295,
7379,77,63,0,140,81,36,0,117,257,
4535,14070,16032,53,30155,15533,16141,53,31727,61882,
9997,42539,24323,22537,89399,46473,24305,22537,93315,182713,3039
9175,270,39,0,309,255,39,0,294,603,
2666,2982,2616,404,6002,3452,2635,404,6491,12493,
1562,21644,50761,14187,86592,19149,52138,14187,85474,172065,
1548,441330,926221,1307086,2674637,461894,877241,1307086,2646221,5320857,54455
3252,576,32,953,1561,888,32,953,1873,3433,
2672,26807,30832,5673,63312,26033,30940,5673,62646,125958,
3534,46341,78713,2995,128049,47637,78425,2995,129057,257105,
2002,6286,1894,4229,12409,6742,1921,4229,12892,25301,
3590,370,57,0,427,530,57,0,587,1014,
3592,1958,1174,104,3236,1889,1174,104,3167,6402,
3536,230,279,0,509,226,279,0,505,1014,
5914,33537,21455,23754,78746,31816,21593,23754,77163,155909,26242
3537,13080,18535,315,31930,13011,18504,315,31830,63759,75515
3586,8615,4105,1493,14213,8929,4102,1493,14524,28736,
2341,74528,120178,4518,199224,78198,121973,4518,204689,403913,
2340,26093,27537,7701,61331,25800,28295,7701,61796,123126,48
5290,9263,10190,6872,26325,5486,14464,6872,26822,53147,
3538,40396,60424,1782,102602,36504,60322,1782,98608,201210,
5751,4138,6681,2171,12990,4672,6683,2171,13526,26515,
6973,36362,32272,201028,269662,57248,32101,201028,290377,560040,
5059,26490,16703,115101,158294,21591,16926,115101,153618,311912,
3572,225,183,0,408,245,183,0,428,836,
5239,58718,125420,61476,245614,49776,122226,61476,233478,479092,50746
5604,81421,91841,210199,383461,71420,91558,210199,373177,756638,
6821,31448,30727,87181,149356,35462,30999,87181,153642,302998,
5073,84337,104929,301879,491145,81522,105275,301879,488676,979821,
2248,37537,52632,1026,91195,35364,53767,1026,90157,181352,
6110,53942,95910,186980,336832,57724,96234,186980,340938,677769,
1555,634316,1161871,386614,2182801,608115,1156567,386614,2151296,4334096,461214
1268,158891,276860,74288,510039,161488,273471,74288,509247,1019286,123658
5670,248898,300407,348315,897620,252526,297768,348315,898609,1796228,243319
6287,4141,24,0,4165,4167,26,0,4193,8358,
2983,57863,121947,72706,252516,51159,129995,72706,253860,506376,9360
6140,27997,56393,22911,107301,32091,57662,22911,112664,219965,
6968,15429,12503,49653,77586,14851,12558,49653,77062,154648,
7458,78557,75569,206381,360507,69150,75755,206381,351286,711792,
2159,106,8,0,114,101,8,0,109,223,
6834,924705,299679,54392,1278776,956595,293701,54392,1304688,2583463,15937
6833,36775,40701,89520,166996,39163,40780,89520,169463,336458,3260
5228,41917,96897,233012,371826,39355,100552,233012,372919,744745,
3250,25210,4251,9559,39020,23963,4237,9559,37759,76778,
8221,28529,22272,7578,58379,23491,24312,7578,55381,113760,
3413,5912,5691,14658,26261,6294,5695,14658,26647,52907,
1977,4409,3146,566,8121,5734,3176,566,9476,17597,
1043,28645,27600,376,56621,26981,27532,376,54889,111510,
8469,88407,59354,14487,162248,84663,59629,14487,158779,321027,
9842,23350,19549,18473,61372,29225,19560,18473,67258,128630,
6092,400136,667618,503840,1571594,381495,668416,503840,1553751,3125344,163245
9553,17381,14535,3826,35742,19852,14547,3826,38225,73967,
1386,2053,2460,4311,8824,1974,2462,4311,8747,17570,
9554,28952,38920,27782,95654,35422,38916,27782,102120,197773,
9888,250352,343493,119825,713670,236918,342722,119825,699465,1413134,142954
2771,267351,499730,100586,867667,253719,511085,100586,865390,1733057,368488
7513,8115,11076,5321,24512,12073,11076,5321,28470,52981,
8451,3239,4805,45,8089,4253,4780,45,9078,17167,
7975,6149,10839,1968,18956,7881,10884,1968,20733,39688,36
1467,26183,36130,68811,131124,24523,36177,68811,129511,260635,
6934,32348,47145,179507,259000,38846,47413,179507,265766,524766,
1314,147779,372555,44099,564433,150315,370242,44099,564656,1129088,45933
1316,5700,1195,2997,9892,6461,1336,2997,10794,20686,
5248,8627,6832,31585,47044,16130,8676,31585,56391,103435,
1454,82228,63923,157291,303443,49465,67009,157291,273765,577208,
5240,8892,15484,55265,79641,10196,15412,55265,80873,160513,
8964,39954,57277,36033,133264,58182,57305,36033,151520,284784,
4770,11631,13356,4941,29928,13288,13569,4941,31798,61725,
5606,67638,82115,192536,342290,62382,82775,192536,337693,679983,
4646,69956,88936,10368,169260,64826,86608,10368,161802,331061,236994
4643,38659,55540,22870,117069,40900,57250,22870,121020,238088,
7355,72786,61943,31944,166673,76089,61623,31944,169656,336329,10400
9555,6129,16642,0,22771,6257,16686,0,22943,45714,
6969,163066,238970,729055,1131091,272917,242399,729055,1244371,2375462,839069
4558,44112,184724,20569,249405,41583,179791,20569,241943,491348,656
8673,2126,1494,0,3620,2047,1490,0,3537,7157,
5607,62077,82718,136356,281151,48887,82484,136356,267727,548878,231
5383,109754,118709,446876,675339,115080,125925,446876,687881,1363220,54444
5384,151717,196181,602862,950761,143622,196137,602862,942622,1893382,281103
5435,127956,161276,509222,798454,112087,160602,509222,781912,1580365,
8543,3150,2348,0,5498,2058,1986,0,4044,9542,
2834,408,1194,825,2427,303,1296,825,2424,4851,
8674,326,115,0,441,322,117,0,439,880,
5191,94273,104539,116731,315543,95758,105345,116731,317834,633376,190427
4771,28208,55266,14383,97857,31607,55276,14383,101266,199123,4
5029,10314,8720,13873,32907,8873,8825,13873,31571,64477,
2868,214,40,166,420,212,40,166,418,838,
7098,10094,42954,47856,100904,9142,44874,47856,101872,202775,
1483,2373,519,847,3739,2172,550,847,3569,7309,
1484,2006,1447,1888,5341,2889,1557,1888,6334,11676,
4157,13,27,0,40,5,16,0,21,61,
9959,9000,9202,3936,22138,12175,9201,3936,25312,47450,
5608,42362,60230,85776,188368,42813,60590,85776,189179,377546,
7640,225182,237040,24005,486227,190305,256131,24005,470441,956667,5088
5155,19549,18859,99620,138028,14764,18897,99620,133281,271309,
5671,78216,87375,80706,246297,77584,87602,80706,245892,492189,
5675,1674,2159,3016,6849,2825,2190,3016,8031,14880,
5571,594302,877889,1315429,2787620,546780,876366,1315429,2738575,5526194,365297
5385,379831,600004,1295685,2275520,370201,591871,1295685,2257756,4533276,263076
1044,95256,115309,7100,217665,104420,115441,7100,226961,444626,
5436,12344,11039,10367,33750,9438,15688,10367,35493,69243,
1861,20201,25249,12455,57905,19370,25274,12455,57099,115004,
5249,634,362,72,1068,780,362,72,1214,2281,
5075,99986,169521,354556,624063,101437,170155,354556,626148,1250211,30700
5156,13400,16150,36492,66042,12973,17943,36492,67408,133450,
4222,169974,415715,63397,649086,155625,414227,63397,633249,1282334,133271
5920,49829,47789,71440,169058,52270,48113,71440,171823,340880,
5884,12062,15540,10615,38217,13745,15694,10615,40054,78271,
5933,11139,8899,15585,35623,11927,8964,15585,36476,72098,
6355,947,150,36,1133,1008,147,36,1191,2324,
3333,284515,442764,272608,999887,294397,444267,272608,1011272,2011159,205736
6228,363,55,189,607,582,56,189,827,1433,
2800,6708,18755,4761,30224,6540,19611,4761,30912,61136,
6686,32052,69968,10791,112811,32135,68512,10791,111438,224249,1569
5437,118059,159721,469935,747716,99846,160176,469935,729957,1477673,
5085,33230,35478,110119,178828,22869,36256,110119,169244,348071,
5609,28145,9762,11271,49178,35082,9764,11271,56117,105295,
1900,32050,12223,12149,56422,30428,12283,12149,54860,111282,
3195,3104,2806,3282,9192,3805,2814,3282,9901,19092,
5386,12560,15018,38159,65737,11986,15280,38159,65425,131161,
3880,33726,38780,34955,107461,35326,38822,34955,109103,216563,
8676,2349,1077,372,3798,2336,1079,372,3787,7584,
4479,1080,1342,5,2427,1103,1357,5,2465,4892,
4355,4996,2211,36,7243,5737,2336,36,8109,15352,
2463,784,48,78,910,1033,48,78,1159,2068,
1010,25314,33217,335,58866,24022,33199,335,57556,116422,
1322,71433,104630,76517,252580,81932,107028,76517,265477,518057,83251
3151,25544,23368,30925,79837,27126,25231,30925,83282,163119,
5387,10254,29894,25269,65417,10691,29980,25269,65940,131357,
3471,90149,261723,22570,374442,89703,260847,22570,373120,747561,26128
8727,2197,972,0,3169,2945,973,0,3918,7087,
5572,157239,201335,318087,676660,133356,200533,318087,651975,1328635,27064
7521,8,50,0,58,44,48,0,92,150,
3430,30017,65241,43105,138363,32428,65185,43105,140718,279080,
4691,112431,216545,33601,362577,116359,222802,33601,372762,735338,11348
5837,8270,16888,8699,33857,8527,17049,8699,34275,68131,
4110,11788,23329,325,35442,12811,23329,325,36465,71906,
5193,18641,32054,35147,85842,23335,32297,35147,90779,176620,
5610,42281,46971,71010,160262,36860,47213,71010,155083,315345,
3152,55449,68833,77606,201888,57538,70068,77606,205212,407099,
2264,13823,27040,566,41429,13206,26118,566,39890,81318,
4523,18084,26568,3519,48171,17635,26396,3519,47550,95721,
4538,2424,1925,709,5058,2775,2379,709,5863,10921,
3153,70830,35542,80402,186774,79203,36042,80402,195647,382420,
6949,28898,26956,93074,148928,23327,27084,93074,143485,292412,
7203,9501,43055,7203,59759,10188,43582,7203,60973,120731,70
8191,18006,27316,20643,65965,19226,26875,20643,66744,132709,
7976,36933,50606,16659,104198,41391,51194,16659,109244,213441,19713
6530,29968,57327,22755,110050,31822,56711,22755,111288,221338,248
6531,18,35,73,126,158,43,73,274,399,
5849,364,363,0,727,442,363,0,805,1532,
9812,15155,11947,7532,34634,22386,11948,7532,41866,76500,
6210,557,79,36,672,638,79,36,753,1425,
5388,115163,217590,570465,903218,101159,223335,570465,894960,1798178,
9825,2017,1977,1448,5442,2995,1977,1448,6420,11861,
7460,61711,71307,210533,343551,53961,71374,210533,335868,679418,
6267,195,60,16,271,276,58,16,350,620,
6857,5513,18704,38027,62244,8031,19096,38027,65154,127397,203228
5491,191281,284393,479165,954839,197379,279080,479165,955624,1910463,372731
5028,659,1225,1013,2897,1312,1238,1013,3563,6459,
6203,481,38,33,552,556,35,33,624,1176,
8282,5819,14621,1887,22327,6639,14842,1887,23368,45694,
8677,6640,11982,0,18622,6577,11985,0,18562,37184,
7356,4182,1654,140,5976,3881,1658,140,5679,11655,
7462,68508,63934,94070,226512,61178,64029,94070,219277,445788,1958
1035,20930,29001,1792,51723,20626,28931,1792,51349,103072,
3154,52467,42496,88957,183920,52901,43668,88957,185526,369445,
1159,19349,26330,406,46085,19583,26255,406,46244,92328,
4025,5553,15249,7855,28657,5876,15268,7855,28999,57655,
5798,19833,29895,25712,75440,19099,30369,25712,75180,150619,
3474,23728,58059,4437,86224,25119,57524,4437,87080,173303,
2677,49292,59760,15662,124714,54046,60479,15662,130187,254901,
5573,26040,26513,51074,103626,25752,26723,51074,103549,207175,
3897,11459,30772,6691,48922,14416,30816,6691,51923,100844,
5229,296731,519991,985275,1801997,281551,514755,985275,1781581,3583578,480302
4271,5011,6111,4938,16060,4665,6110,4938,15713,31772,
4432,46,209,0,255,145,231,0,376,631,
3882,16315,44684,11078,72077,18889,44752,11078,74719,146796,
5389,53061,82768,222436,358265,62621,87173,222436,372229,730494,
5758,12458,29760,10926,53144,13891,28245,10926,53062,106205,
3434,22137,103959,9148,135244,23318,103839,9148,136305,271548,523
3432,11510,8577,33206,53293,11564,8575,33206,53345,106638,
3558,28331,103761,14380,146472,30960,103208,14380,148548,295019,
5921,25370,26517,29491,81378,26770,26961,29491,83222,164599,
2283,32929,44276,23319,100524,36498,44317,23319,104134,204657,
2969,7683,4038,1766,13487,6303,4798,1766,12867,26353,
3887,91458,164295,67479,323232,85023,164397,67479,316899,640130,
3886,1876,154,2460,4490,2408,154,2460,5022,9511,
3888,4012,9565,2160,15737,4602,9569,2160,16331,32068,
3889,10267,50989,39629,100885,9278,51031,39629,99938,200823,
3891,18980,49234,18346,86560,15590,49290,18346,83226,169785,
7225,6095,7782,527,14404,6231,7792,527,14550,28953,
1393,37481,63106,111532,212119,30569,75471,111532,217572,429690,
4276,6786,16209,19867,42862,6707,16206,19867,42780,85641,
9562,82921,69566,67928,220415,99910,69579,67928,237417,457832,2907
3348,77826,95201,39252,212279,80549,95214,39252,215015,427293,1520
3540,119469,175426,8264,303159,118086,174103,8264,300453,603611,55944
8837,839,182,0,1021,842,182,0,1024,2045,
5390,105313,87590,326741,519644,82659,88466,326741,497866,1017510,1652791
5230,216649,482396,768819,1467864,202559,507234,768819,1478612,2946476,83184
6952,25617,29083,81526,136226,21181,29036,81526,131743,267969,
1783,12038,6676,2914,21628,11902,6949,2914,21765,43392,
5574,254105,452364,513136,1219605,270126,460186,513136,1243448,2463053,143371
3155,129790,189980,215788,535558,115530,198535,215788,529853,1065411,403613
2439,442,1066,419,1927,537,1079,419,2035,3961,
3817,13281,6654,10301,30236,11352,6649,10301,28302,58537,
4357,105,85,119,309,131,77,119,327,635,
8728,1964,919,0,2883,2080,925,0,3005,5888,
4518,10882,4694,592,16168,16646,4750,592,21988,38155,4753
4433,15130,17708,20296,53134,15189,17585,20296,53070,106203,
5334,10331,13120,30351,53802,12469,13856,30351,56676,110477,4708
9776,88581,71298,75589,235468,101205,71303,75589,248097,483564,
6211,3394,1249,699,5342,2955,1249,699,4903,10245,
8261,1193,39,1189,2421,1260,38,1189,2487,4907,
2010,21142,41617,8587,71346,22630,42037,8587,73254,144599,
5826,984,1860,439,3283,1072,1864,439,3375,6657,
4504,146993,205150,7634,359777,129846,204099,7634,341579,701355,
9373,41749,24629,34985,101363,48116,24628,34985,107729,209091,
2364,3163,2093,738,5994,3845,2061,738,6644,12638,
7464,348436,333063,987683,1669182,279096,332977,987683,1599755,3268937,220079
5613,9537,10510,41831,61878,8786,10542,41831,61159,123037,
